ensemblID	geneSymbol	geneLength	effLength	AT2_15934	AT2_16011	AT2_16392	AT2_16402
ENSG00000003056	M6PR	2280.28	2000.11	68.4839	61.4333	75.1361	80.6039
ENSG00000003096	KLHL13	3319.56	3039.38	1.04854	4.37688	0.764628	1.06611
ENSG00000003137	CYP26B1	2803.71	2523.56	0.198454	0.0208	0.028757	0.306431
ENSG00000003147	ICA1	1940.61	1660.45	41.1575	32.3095	37.0401	44.6611
ENSG00000003249	DBNDD1	2100.53	1820.35	23.3385	25.5304	23.2998	28.7445
ENSG00000003393	ALS2	5551.02	5270.84	6.06421	6.603	6.90139	7.64759
ENSG00000003400	CASP10	2425.16	2145.14	1.1009	0.629511	1.26822	0.621469
ENSG00000003402	CFLAR	4441.59	4161.42	22.8509	65.4147	30.2503	25.8004
ENSG00000003436	TFPI	1994.43	1714.25	29.7763	51.0364	26.2027	19.7102
ENSG00000003509	NDUFAF7	2069.75	1789.56	6.47582	9.13983	7.30994	8.89134
ENSG00000003756	RBM5	2319.94	2039.77	80.7208	108.815	75.2586	116.593
ENSG00000003987	MTMR7	4755.99	4475.81	5.32593	0.78161	6.03358	5.61011
ENSG00000003989	SLC7A2	7537.72	7257.54	4.89367	0.867905	7.07976	6.76486
ENSG00000004059	ARF5	1052.61	772.43	191.487	184.896	188.856	178.253
ENSG00000004139	SARM1	4342.96	4062.79	7.61576	4.49989	4.52327	4.80155
ENSG00000004142	POLDIP2	2670.00	2389.82	36.2528	37.8792	38.6337	41.6365
ENSG00000004399	PLXND1	2408.16	2127.99	75.408	37.5329	80.2154	64.9564
ENSG00000004455	AK2	2077.13	1796.95	72.4761	84.3503	93.2892	83.4341
ENSG00000004468	CD38	2424.33	2144.17	0.382167	4.69479	1.59317	1.60116
ENSG00000004478	FKBP4	3517.85	3237.66	18.9083	12.0637	24.1892	20.6201
ENSG00000004487	KDM1A	2715.32	2435.13	43.112	38.166	40.3624	44.139
ENSG00000004534	RBM6	2688.94	2408.76	68.328	93.5995	66.2607	129.227
ENSG00000004660	CAMKK1	3457.19	3177.01	2.72856	1.16835	2.47306	2.90469
ENSG00000004700	RECQL	2693.45	2413.27	8.25557	9.57725	8.11718	11.5872
ENSG00000004766	VPS50	4282.05	4001.87	9.25167	8.99592	9.86599	11.582
ENSG00000004776	HSPB6	1460.00	1179.82	0.189452	0.02186	0.097998	0.020473
ENSG00000004777	ARHGAP33	2325.04	2044.93	23.6763	17.2519	32.4497	31.1666
ENSG00000004779	NDUFAB1	664.92	384.77	123.338	129.479	127.929	121.71
ENSG00000004799	PDK4	3601.00	3320.82	1.45326	5.35792	4.65995	1.79949
ENSG00000004809	SLC22A16	1388.25	1108.10	0	0	0	0
ENSG00000004838	ZMYND10	1382.13	1101.96	4.0098	175.033	3.23641	5.33935
ENSG00000004846	ABCB5	2554.00	2273.82	0	0.013457	0	0
ENSG00000004848	ARX	664.80	522.56	0	0.277868	0.071212	0.046413
ENSG00000004864	SLC25A13	2931.59	2651.41	11.2494	8.04251	12.867	16.1608
ENSG00000004866	ST7	2186.11	1905.92	24.4764	41.9476	23.8892	22.4211
ENSG00000004897	CDC27	3102.35	2822.19	15.6278	16.4287	14.6216	16.7301
ENSG00000004939	SLC4A1	2224.20	1944.17	0	0	0	0
ENSG00000004948	CALCR	3525.00	3244.82	0.020657	0	0.150664	0
ENSG00000004961	HCCS	2046.76	1766.58	10.6028	14.2808	9.80156	10.4247
ENSG00000004975	DVL2	2318.56	2038.38	34.1026	31.8228	33.61	33.7476
ENSG00000005001	PRSS22	1158.56	878.39	30.9591	26.2155	29.4681	31.8107
ENSG00000005007	UPF1	4513.48	4233.30	36.6755	41.1371	40.6973	53.928
ENSG00000005020	SKAP2	3839.00	3558.82	3.39554	2.61432	3.71378	2.51394
ENSG00000005022	SLC25A5	1299.81	1019.62	293.996	208.911	289.138	264.091
ENSG00000005059	MCUB	1408.91	1128.83	12.3399	29.9887	20.0014	15.9585
ENSG00000005073	HOXA11	2216.00	1935.82	0	0	0.334289	0
ENSG00000005075	POLR2J	928.54	648.36	65.0438	58.8888	60.1079	60.4365
ENSG00000005100	DHX33	5126.25	4846.07	5.60832	5.23146	5.48817	9.37862
ENSG00000005102	MEOX1	2674.00	2393.82	0.009334	0	0	0.0131
ENSG00000005108	THSD7A	9982.52	9702.34	0.665598	0.727182	0.452216	0.543741
ENSG00000005156	LIG3	3898.45	3618.28	8.45192	10.6146	6.48518	16.8693
ENSG00000005175	RPAP3	2415.79	2135.72	13.8774	14.8017	11.3967	15.5295
ENSG00000005187	ACSM3	1336.88	1056.86	0.501788	1.55585	2.21146	0.979632
ENSG00000005189	REXO5	2218.52	1938.34	2.4052	3.75316	2.61046	2.51885
ENSG00000005194	CIAPIN1	1864.32	1584.14	33.0588	28.9058	28.2514	32.8824
ENSG00000005206	SPPL2B	2215.65	1935.48	95.2168	123.519	116.816	167.101
ENSG00000005238	FAM214B	2731.62	2451.44	6.77838	8.98471	7.91764	8.90877
ENSG00000005243	COPZ2	804.39	524.24	0.246989	1.27629	0.774089	0.779431
ENSG00000005249	PRKAR2B	3689.00	3408.82	3.38871	3.14473	1.97403	2.65604
ENSG00000005302	MSL3	2429.37	2149.20	8.08841	13.4054	6.97244	9.02132
ENSG00000005339	CREBBP	9909.10	9628.92	6.78633	9.26704	8.65444	9.81751
ENSG00000005379	TSPOAP1	2873.96	2593.91	4.66054	7.24971	3.30412	4.77283
ENSG00000005381	MPO	967.60	693.94	0	0.035345	0	0.016529
ENSG00000005421	PON1	2393.00	2112.82	0.010576	0.884825	0.263896	0.424395
ENSG00000005436	GCFC2	2045.44	1765.29	10.8026	8.74198	7.4975	13.2667
ENSG00000005448	WDR54	1095.95	815.77	37.3109	87.3418	38.0484	34.0809
ENSG00000005469	CROT	2606.36	2326.18	4.73939	6.08178	4.52933	9.71498
ENSG00000005471	ABCB4	4269.00	3988.82	0.10717	0.119908	0.167995	0.310625
ENSG00000005483	KMT2E	5198.90	4918.72	12.1388	15.4798	15.5443	17.1855
ENSG00000005486	RHBDD2	1682.33	1402.14	71.6482	71.0119	74.7791	88.1273
ENSG00000005513	SOX8	3087.00	2806.82	0.063684	0.060343	0.150714	0.203836
ENSG00000005700	IBTK	5152.13	4871.95	10.4789	14.0671	11.4023	12.9605
ENSG00000005801	ZNF195	2524.90	2244.72	15.2317	11.6327	16.0875	18.6732
ENSG00000005810	MYCBP2	3884.04	3603.86	7.40856	6.69069	9.36772	7.37778
ENSG00000005812	FBXL3	3446.23	3166.04	14.7129	18.9271	14.4697	18.0976
ENSG00000005844	ITGAL	1813.61	1533.42	0.122879	0.515583	0.14636	0.179541
ENSG00000005882	PDK2	2488.01	2207.83	15.1869	16.2434	14.4915	14.0699
ENSG00000005884	ITGA3	3972.84	3692.82	32.7425	78.6142	50.1153	52.6255
ENSG00000005889	ZFX	4304.85	4027.23	7.4498	7.53781	3.37934	6.23745
ENSG00000005893	LAMP2	2672.94	2392.75	63.4646	49.1634	59.4798	77.4656
ENSG00000005961	ITGA2B	2042.74	1762.66	0.076832	0.249091	0.426879	0.303037
ENSG00000005981	ASB4	3784.00	3503.82	0.044636	0.501762	0.405299	0.490876
ENSG00000006007	GDE1	2538.90	2258.72	103.13	126.857	114.216	129.072
ENSG00000006015	REX1BD	918.87	638.71	39.1748	30.449	51.7949	55.4431
ENSG00000006016	CRLF1	1071.06	791.14	213.496	18.7082	126.359	184.231
ENSG00000006025	OSBPL7	3093.48	2813.34	10.7564	10.1901	8.25351	12.5185
ENSG00000006042	TMEM98	1484.79	1204.61	60.7676	30.0942	38.1187	53.6898
ENSG00000006047	YBX2	2170.81	1890.62	0.432336	2.77958	1.33875	0.878999
ENSG00000006059	KRT33A	1303.00	1022.82	0	0	0	0
ENSG00000006062	MAP3K14	3891.55	3611.37	1.20388	1.00385	1.59156	1.6279
ENSG00000006071	ABCC8	1872.45	1592.29	33.4038	0.066397	26.7488	24.2207
ENSG00000006116	CACNG3	3088.00	2807.82	0	0	0	0
ENSG00000006118	TMEM132A	2408.68	2128.52	89.2557	43.2642	60.0889	119.256
ENSG00000006125	AP2B1	5467.38	5187.19	32.8226	41.6592	36.9156	33.1345
ENSG00000006128	TAC1	1061.00	780.82	0.114543	0.03687	0.660757	5.61099
ENSG00000006194	ZNF263	2399.08	2118.90	18.5126	20.8505	24.2924	28.5131
ENSG00000006210	CX3CL1	3274.72	2994.54	13.2589	23.323	5.37471	8.06737
ENSG00000006282	SPATA20	2383.39	2103.21	24.9642	60.9772	39.0358	55.1908
ENSG00000006283	CACNA1G	2927.51	2647.32	0.11451	0.039714	0.064364	0.087487
ENSG00000006327	TNFRSF12A	1064.06	783.88	43.7511	55.1709	67.191	49.2334
ENSG00000006377	DLX6	2300.00	2019.82	0.022127	0	0.058648	0
ENSG00000006432	MAP3K9	10032.62	9752.43	3.18322	5.1336	3.22863	5.01153
ENSG00000006451	RALA	2767.38	2487.20	26.6177	26.3574	26.442	27.1269
ENSG00000006453	BAIAP2L1	3513.71	3233.52	20.6553	38.8664	25.6384	22.4612
ENSG00000006459	KDM7A	9184.83	8904.64	2.08503	2.09129	3.18995	3.14967
ENSG00000006468	ETV1	4769.31	4489.13	14.4406	20.5345	18.265	21.0469
ENSG00000006530	AGK	2802.28	2522.10	15.286	17.7203	13.5714	18.6859
ENSG00000006534	ALDH3B1	2778.22	2498.04	16.9097	46.9938	16.625	12.4494
ENSG00000006555	TTC22	3068.61	2788.43	1.08019	2.18822	1.55238	0.905818
ENSG00000006576	PHTF2	4561.78	4281.59	5.5157	5.9948	6.20174	10.173
ENSG00000006606	CCL26	614.50	334.38	0	0	0	0
ENSG00000006607	FARP2	4104.86	3824.68	7.31477	7.92922	7.52573	9.96011
ENSG00000006611	USH1C	1389.10	1108.92	1.57153	0	0.735592	0.468889
ENSG00000006625	GGCT	1110.45	830.27	43.8945	16.2441	43.9768	40.2125
ENSG00000006634	DBF4	2559.41	2279.23	10.5615	11.1057	5.76173	11.1266
ENSG00000006638	TBXA2R	1814.00	1533.82	0.043712	0.145589	0.079884	0
ENSG00000006652	IFRD1	2777.70	2497.52	13.7842	16.7586	25.3018	22.4533
ENSG00000006659	LGALS14	469.00	189.04	0.236484	0	0	0
ENSG00000006695	COX10	2677.72	2397.53	7.3898	7.37213	8.87514	7.73815
ENSG00000006704	GTF2IRD1	2349.01	2068.93	13.5137	9.10581	12.2157	12.5541
ENSG00000006712	PAF1	2098.89	1818.71	32.0562	36.2889	42.7954	32.1498
ENSG00000006715	VPS41	4924.22	4644.05	21.2036	19.3482	19.1892	26.4035
ENSG00000006740	ARHGAP44	4163.31	3883.13	5.05176	12.1345	5.8649	5.21005
ENSG00000006744	ELAC2	3174.42	2894.24	28.8928	28.7884	28.2669	35.198
ENSG00000006747	SCIN	3244.64	2964.45	15.9896	17.0032	23.996	22.6712
ENSG00000006756	ARSD	4399.07	4118.89	26.5369	40.8488	16.0567	38.9535
ENSG00000006757	PNPLA4	1591.48	1311.31	21.6216	29.2971	13.3573	21.2947
ENSG00000006788	MYH13	5992.33	5712.15	0	0	0	0
ENSG00000006831	ADIPOR2	3955.20	3675.02	18.7364	22.5234	21.9482	23.4252
ENSG00000006837	CDKL3	594.42	314.42	3.10786	3.35981	2.0522	3.11544
ENSG00000007001	UPP2	2435.00	2154.82	0.022992	0.039957	0	0.04499
ENSG00000007038	PRSS21	772.00	491.98	0	0.567464	0.156699	0.045255
ENSG00000007047	MARK4	2644.34	2364.16	18.85	24.7413	19.5012	18.9242
ENSG00000007062	PROM1	3523.58	3243.40	16.4343	1.70579	23.0948	14.4066
ENSG00000007080	CCDC124	977.43	697.25	84.474	73.331	81.4729	73.2209
ENSG00000007129	CEACAM21	1213.29	933.15	0	0.025252	1.36035	0.34038
ENSG00000007168	PAFAH1B1	5049.62	4769.43	26.0123	38.048	29.6577	36.4556
ENSG00000007171	NOS2	3995.00	3714.82	0.0842	0.033863	0.025079	0.534685
ENSG00000007174	DNAH9	2342.27	2062.08	0.055329	15.1807	0.084257	0.029774
ENSG00000007202	KIAA0100	6682.39	6402.21	26.8562	23.0137	25.4841	33.2228
ENSG00000007216	SLC13A2	2466.00	2185.82	0.020446	0	0.074029	0
ENSG00000007237	GAS7	1985.26	1705.12	0	0.051209	0.018542	0
ENSG00000007255	TRAPPC6A	739.45	459.28	56.3008	45.3548	47.9382	46.4199
ENSG00000007264	MATK	1740.00	1459.82	0.01531	0	0.153604	0.03314
ENSG00000007306	CEACAM7	2397.08	2116.90	0.888117	0.296603	0.361387	0.456768
ENSG00000007312	CD79B	842.67	562.79	0	0	0	0
ENSG00000007314	SCN4A	7805.00	7524.82	0.011875	0.055292	0.305787	0.240502
ENSG00000007341	ST7L	1468.26	1188.09	11.8898	10.7802	10.7727	12.664
ENSG00000007350	TKTL1	1044.00	763.90	0	0	0	0.021664
ENSG00000007372	PAX6	2120.56	1840.42	0.025112	0	0	0
ENSG00000007376	RPUSD1	1806.49	1526.30	24.2115	19.4267	21.3869	27.6915
ENSG00000007384	RHBDF1	1938.42	1658.24	29.6131	41.0089	31.0163	32.9639
ENSG00000007392	LUC7L	1369.33	1089.17	93.571	87.9308	82.5014	119.006
ENSG00000007402	CACNA2D2	4312.17	4031.99	116.817	10.7179	78.6143	111.394
ENSG00000007516	BAIAP3	2955.81	2675.64	7.83989	26.1111	18.0177	17.5214
ENSG00000007520	TSR3	1196.96	916.78	57.6165	54.6075	58.1053	47.382
ENSG00000007541	PIGQ	2261.23	1981.05	39.1881	44.5365	45.4845	46.1548
ENSG00000007545	CRAMP1	6951.71	6671.54	6.38329	8.88107	6.73426	8.69668
ENSG00000007866	TEAD3	2986.00	2705.82	9.46875	16.6966	10.9801	13.794
ENSG00000007908	SELE	2435.71	2155.55	0.007187	0.122768	0.159421	0.109282
ENSG00000007923	DNAJC11	3060.64	2780.45	21.6762	23.2778	22.3786	25.0382
ENSG00000007933	FMO3	1007.83	727.67	0	0.204062	0	0
ENSG00000007944	MYLIP	3062.86	2782.67	19.4052	34.6354	23.0965	23.7381
ENSG00000007952	NOX1	2010.87	1730.68	0.067635	0.100344	0.226186	0.016638
ENSG00000007968	E2F2	5196.00	4915.82	1.729	0.990943	2.34725	2.0637
ENSG00000008018	PSMB1	900.37	620.18	131.169	141.02	153.238	130.257
ENSG00000008056	SYN1	2667.27	2387.09	1.23661	0.152494	1.15959	0.838808
ENSG00000008083	JARID2	5694.41	5414.23	5.25548	3.49887	4.91533	5.99261
ENSG00000008086	CDKL5	11861.84	11581.90	1.58976	6.43618	3.19537	2.6164
ENSG00000008118	CAMK1G	1907.60	1627.43	0	0	0.071601	0.022279
ENSG00000008128	CDK11A	1685.46	1405.31	30.0186	23.5712	46.4246	53.2696
ENSG00000008130	NADK	2398.23	2118.89	61.0579	56.4158	59.6625	77.8601
ENSG00000008196	TFAP2B	4613.09	4332.91	25.484	57.881	35.5623	62.6847
ENSG00000008197	TFAP2D	1204.00	923.83	0	0	0	0.016904
ENSG00000008226	DLEC1	4185.11	3904.93	0.370008	14.0061	1.50354	0.51038
ENSG00000008256	CYTH3	4432.51	4152.32	6.67477	8.07405	5.64431	7.1763
ENSG00000008277	ADAM22	7364.61	7084.43	1.6013	0.793991	1.20831	2.0891
ENSG00000008282	SYPL1	2127.88	1847.70	53.3733	54.4941	53.1147	62.9756
ENSG00000008283	CYB561	2546.75	2266.57	41.4904	55.286	38.1587	50.9199
ENSG00000008294	SPAG9	5619.62	5339.44	10.3228	18.9568	16.1925	16.1637
ENSG00000008300	CELSR3	5050.61	4770.44	6.94725	1.91552	6.02345	7.6017
ENSG00000008311	AASS	5604.58	5324.40	2.22423	4.07315	3.40946	5.52733
ENSG00000008323	PLEKHG6	1281.25	1015.99	0.993341	3.89104	4.73304	2.68183
ENSG00000008324	SS18L2	794.02	513.84	31.3239	27.4415	33.8738	32.4254
ENSG00000008382	MPND	1301.14	1021.27	27.4282	20.8251	24.614	20.6848
ENSG00000008394	MGST1	906.82	626.67	287.039	321.158	481.373	334.01
ENSG00000008405	CRY1	2779.63	2499.46	9.1288	12.0855	11.4983	11.4666
ENSG00000008438	PGLYRP1	708.00	427.84	0	0.177787	0.10612	0
ENSG00000008441	NFIX	4005.31	3725.13	5.09928	9.28981	7.79764	8.59853
ENSG00000008513	ST3GAL1	6459.99	6179.80	3.65163	6.10969	6.45066	4.48281
ENSG00000008516	MMP25	2221.47	1941.29	0.167333	1.0004	0.113642	0.431531
ENSG00000008517	IL32	926.50	646.32	4.72636	3.79839	2.61117	1.06721
ENSG00000008710	PKD1	2739.83	2459.69	38.8188	42.0747	45.0661	49.8697
ENSG00000008735	MAPK8IP2	5674.15	5393.96	2.03642	0.172623	2.37133	1.4531
ENSG00000008838	MED24	2286.19	2006.02	41.5102	37.7185	44.8577	49.5212
ENSG00000008853	RHOBTB2	4882.15	4601.96	23.682	62.7188	87.942	62.3815
ENSG00000008869	HEATR5B	6436.56	6156.38	5.21624	6.76436	6.13739	7.44397
ENSG00000008952	SEC62	3784.91	3504.72	73.5486	81.4223	62.8627	86.75
ENSG00000008988	RPS20	631.58	351.43	2249.04	2000.15	2379.77	1872.56
ENSG00000009307	CSDE1	3718.38	3438.20	120.571	127.254	119.112	149.572
ENSG00000009335	UBE3C	4779.35	4499.19	22.7209	23.9495	23.1231	30.0322
ENSG00000009413	REV3L	5794.16	5513.97	6.39531	6.60086	4.86601	5.5942
ENSG00000009694	TENM1	12875.00	12594.82	0.010642	0.002066	0.04258	0.160264
ENSG00000009709	PAX7	5565.44	5285.25	3.82595	0.017525	5.11994	14.253
ENSG00000009724	MASP2	2455.00	2174.82	1.00691	1.38178	0.963035	1.72893
ENSG00000009765	IYD	6838.94	6558.76	0.732757	0.332481	0.8003	1.16535
ENSG00000009780	FAM76A	3318.71	3038.53	4.11391	5.47469	3.91379	4.76512
ENSG00000009790	TRAF3IP3	2834.85	2554.67	0.110458	0.023158	0.00773	0.028111
ENSG00000009830	POMT2	3747.36	3467.19	8.12055	8.29585	9.93577	14.1054
ENSG00000009844	VTA1	2271.47	1991.28	28.1684	26.7525	24.0952	27.6367
ENSG00000009950	MLXIPL	2380.26	2100.09	4.75002	8.41791	11.4515	20.2736
ENSG00000009954	BAZ1B	5856.80	5576.61	16.771	16.2285	17.7201	22.0939
ENSG00000010017	RANBP9	3368.19	3088.00	19.0871	41.8226	20.1033	21.6557
ENSG00000010030	ETV7	1591.77	1311.59	2.01618	0.693521	0.926924	1.24842
ENSG00000010072	SPRTN	3065.74	2785.55	4.39246	4.87057	2.86089	4.54929
ENSG00000010165	EEF1AKNMT	2887.06	2606.87	16.5722	16.3009	15.5434	17.2052
ENSG00000010219	DYRK4	803.26	523.14	21.2892	24.0634	24.1059	20.9337
ENSG00000010244	ZNF207	2668.34	2388.21	69.644	85.0423	82.0906	95.6167
ENSG00000010256	UQCRC1	1531.22	1251.04	155.577	129.433	142.462	144.479
ENSG00000010270	STARD3NL	1694.68	1414.49	25.3259	18.3864	32.0204	26.7033
ENSG00000010278	CD9	1229.35	949.17	832.936	576.155	826.348	983.957
ENSG00000010282	HHATL	1319.30	1039.13	6.95585	0.38616	0.685394	1.06239
ENSG00000010292	NCAPD2	4022.72	3742.54	22.639	32.6807	28.1124	31.2259
ENSG00000010295	IFFO1	2571.00	2290.82	0.027071	0.189262	0.956034	0.302358
ENSG00000010310	GIPR	1870.21	1590.05	10.0464	13.1453	12.9912	10.9539
ENSG00000010318	PHF7	1110.53	830.38	7.18798	11.8934	4.99109	6.45145
ENSG00000010319	SEMA3G	4993.00	4712.82	0.156436	0.121279	0.450287	0.175241
ENSG00000010322	NISCH	3641.85	3361.68	54.4134	70.1394	52.1237	89.1199
ENSG00000010327	STAB1	3039.17	2759.00	0.164015	0.26773	0.831071	0.480318
ENSG00000010361	FUZ	1365.59	1085.42	19.0878	28.8516	16.9738	17.0049
ENSG00000010379	SLC6A13	851.83	572.07	0	0.125155	0.085357	0.014497
ENSG00000010404	IDS	4862.33	4582.15	19.1036	35.9739	14.1786	15.5974
ENSG00000010438	PRSS3	695.75	426.55	0	0.151002	0.470182	0.140121
ENSG00000010539	ZNF200	3217.28	2937.10	2.7479	3.55933	2.91646	3.85826
ENSG00000010610	CD4	2305.67	2025.49	0.254024	4.84846	0.528317	0.849291
ENSG00000010626	LRRC23	1349.72	1069.54	8.06567	70.5373	9.09655	9.59588
ENSG00000010671	BTK	1298.90	1019.96	0	0.072736	0.111219	0.161556
ENSG00000010704	HFE	2891.60	2611.42	4.22834	6.23098	4.85194	5.87354
ENSG00000010803	SCMH1	2531.40	2251.46	14.7029	17.2597	11.3778	13.8092
ENSG00000010810	FYN	2193.35	1913.17	24.2861	43.5295	28.6198	31.7328
ENSG00000010818	HIVEP2	9706.02	9425.83	1.69411	2.20646	1.82316	1.8411
ENSG00000010932	FMO1	1644.38	1364.32	0	0	0	0
ENSG00000011007	ELOA	4824.32	4544.13	13.0664	16.6477	15.4462	17.5347
ENSG00000011009	LYPLA2	1576.03	1295.84	54.2583	70.8538	62.7703	58.5002
ENSG00000011021	CLCN6	4389.56	4109.38	11.6614	13.1578	16.0362	18.4386
ENSG00000011028	MRC2	4458.06	4177.88	0.028753	0.13194	0.245238	0.062542
ENSG00000011052	NME1-NME2	1021.00	740.82	8.67066	3.04007	20.9546	19.3099
ENSG00000011083	SLC6A7	2214.33	1934.17	0	0	0.006961	0
ENSG00000011105	TSPAN9	3636.07	3355.89	11.0766	8.35336	7.49899	13.4958
ENSG00000011114	BTBD7	6182.73	5902.55	4.47163	6.28407	5.15614	5.83862
ENSG00000011132	APBA3	1436.92	1156.76	17.162	17.6515	13.9411	15.7699
ENSG00000011143	MKS1	1669.96	1389.78	14.2171	22.4483	12.0685	16.6456
ENSG00000011198	ABHD5	2990.59	2710.41	8.56948	12.3613	12.3069	10.6296
ENSG00000011201	ANOS1	3094.56	2814.38	109.796	88.5613	35.039	59.5077
ENSG00000011243	AKAP8L	1667.16	1386.98	62.349	79.0927	72.1434	99.0832
ENSG00000011258	MBTD1	4940.33	4660.15	7.56072	7.67433	5.7737	9.13767
ENSG00000011260	UTP18	1836.60	1556.42	21.6257	18.2135	19.9616	21.8107
ENSG00000011275	RNF216	5461.81	5181.63	8.66549	10.2759	7.93329	8.81676
ENSG00000011295	TTC19	2735.29	2455.10	41.9788	42.2562	44.6575	51.103
ENSG00000011304	PTBP1	2940.00	2659.81	89.876	119.994	122.591	119.678
ENSG00000011332	DPF1	1821.59	1541.41	0.935485	0.479736	1.11691	1.15584
ENSG00000011347	SYT7	4137.18	3857.00	19.3554	28.2792	31.2187	18.1266
ENSG00000011376	LARS2	4778.89	4498.71	5.85464	7.56741	7.49583	8.23443
ENSG00000011405	PIK3C2A	7745.65	7465.46	9.05483	11.6101	10.7902	15.092
ENSG00000011422	PLAUR	1185.22	905.04	4.04837	5.06569	4.46166	6.45104
ENSG00000011426	ANLN	3436.50	3156.32	11.865	41.1642	12.457	11.9028
ENSG00000011451	WIZ	3978.74	3698.56	21.7869	20.8289	23.3629	26.1747
ENSG00000011454	RABGAP1	4745.55	4465.38	17.8387	21.7868	17.408	25.0744
ENSG00000011465	DCN	1438.00	1157.82	0.096527	0.107522	0.448207	0.366266
ENSG00000011478	QPCTL	1957.49	1677.31	8.0057	9.16488	9.14172	9.19009
ENSG00000011485	PPP5C	2038.06	1757.90	49.9436	49.8737	46.3528	53.079
ENSG00000011523	CEP68	5667.07	5386.89	4.82654	3.76536	3.87618	5.07501
ENSG00000011566	MAP4K3	3794.81	3514.64	9.23704	9.81262	8.56587	11.3606
ENSG00000011590	ZBTB32	503.70	225.69	1.19422	0.044183	0.063793	0.71967
ENSG00000011600	TYROBP	533.33	253.31	0	0	0	0
ENSG00000011638	TMEM159	1497.64	1217.47	32.1231	42.7213	21.4219	23.1973
ENSG00000011677	GABRA3	1522.00	1243.17	0	0	0	0
ENSG00000012048	BRCA1	3231.99	2951.81	2.80028	3.60055	2.72618	3.23435
ENSG00000012061	ERCC1	1632.76	1352.59	39.4452	56.5908	41.9895	44.1181
ENSG00000012124	CD22	1083.15	803.00	0	0	0.111597	0
ENSG00000012171	SEMA3B	2578.96	2298.77	15.6881	46.6274	16.9577	17.8878
ENSG00000012174	MBTPS2	4426.63	4146.44	5.93862	7.21946	5.21838	9.16731
ENSG00000012211	PRICKLE3	2364.66	2084.49	6.58352	7.01934	6.13623	9.0698
ENSG00000012223	LTF	2721.00	2440.82	0.484487	0.106199	0.602341	0.529618
ENSG00000012232	EXTL3	7324.17	7043.99	9.47653	8.21877	8.7195	14.396
ENSG00000012504	NR1H4	1528.82	1249.93	0	0	0.238813	0
ENSG00000012660	ELOVL5	2594.36	2314.18	41.4377	24.6371	53.232	60.3624
ENSG00000012779	ALOX5	2519.00	2238.82	0.039923	0	6.00117	0.043309
