ensemblID	geneSymbol	geneLength	effLength	AT2_15934	AT2_16011	AT2_16392	AT2_16402
ENSG00000002587	HS3ST1	7160.00	6879.82	1.14	0.27	1.78	2.61
ENSG00000002726	AOC1	2649.00	2368.82	0.20	0.00	0.20	1.67
ENSG00000002745	WNT16	3150.00	2869.82	0.04	0.23	0.08	0.20
ENSG00000002746	HECW1	2134.91	1854.87	0.00	0.00	0.00	0.00
ENSG00000002822	MAD1L1	1460.77	1180.65	17.20	11.10	21.67	15.70
ENSG00000002834	LASP1	3894.92	3614.74	61.46	61.00	71.83	54.23
ENSG00000002919	SNX11	2261.25	1981.07	8.66	8.31	8.94	9.84
ENSG00000002933	TMEM176A	1044.79	764.61	4.62	0.02	3.97	9.98
ENSG00000003056	M6PR	2280.28	2000.11	64.07	53.75	69.93	72.18
ENSG00000003096	KLHL13	3319.56	3039.38	1.10	3.21	0.75	1.04
ENSG00000003137	CYP26B1	2803.71	2523.56	0.18	0.02	0.03	0.31
ENSG00000003147	ICA1	1940.61	1660.45	31.92	24.68	31.00	34.67
ENSG00000003249	DBNDD1	2100.53	1820.35	24.30	24.55	22.63	27.37
ENSG00000003393	ALS2	5551.02	5270.84	5.78	5.78	5.82	6.81
ENSG00000003400	CASP10	2425.16	2145.14	1.12	0.79	1.11	0.43
ENSG00000003402	CFLAR	4441.59	4161.42	21.14	56.39	26.12	21.49
ENSG00000003436	TFPI	1994.43	1714.25	27.43	42.55	22.36	15.79
ENSG00000003509	NDUFAF7	2069.75	1789.56	5.97	7.39	6.62	7.58
ENSG00000003756	RBM5	2319.94	2039.77	78.74	102.51	71.37	104.86
ENSG00000003987	MTMR7	4755.99	4475.81	5.13	0.74	5.45	4.94
ENSG00000003989	SLC7A2	7537.72	7257.54	4.76	0.77	6.49	5.31
ENSG00000004059	ARF5	1052.61	772.43	196.73	174.05	183.76	169.46
ENSG00000004139	SARM1	4342.96	4062.79	6.87	3.34	3.70	4.26
ENSG00000004142	POLDIP2	2670.00	2389.82	37.35	35.37	38.50	38.50
ENSG00000004399	PLXND1	2408.16	2127.99	91.09	48.23	99.46	81.40
ENSG00000004455	AK2	2077.13	1796.95	58.43	63.17	75.02	57.67
ENSG00000004468	CD38	2424.33	2144.17	0.32	4.18	1.46	1.36
ENSG00000004478	FKBP4	3517.85	3237.66	19.05	11.26	22.96	18.67
ENSG00000004487	KDM1A	2715.32	2435.13	47.68	38.17	41.18	43.69
ENSG00000004534	RBM6	2688.94	2408.76	70.00	91.04	66.38	121.69
ENSG00000004660	CAMKK1	3457.19	3177.01	2.66	1.14	2.40	2.77
ENSG00000004700	RECQL	2693.45	2413.27	7.49	7.76	7.14	9.28
ENSG00000004766	VPS50	4282.05	4001.87	5.48	5.08	5.89	6.90
ENSG00000004776	HSPB6	1460.00	1179.82	0.19	0.02	0.08	0.02
ENSG00000004777	ARHGAP33	2325.04	2044.93	14.90	11.38	38.04	19.89
ENSG00000004779	NDUFAB1	664.92	384.77	124.46	124.22	123.78	115.38
ENSG00000004799	PDK4	3601.00	3320.82	1.46	4.87	4.61	1.60
ENSG00000004809	SLC22A16	1388.25	1108.10	0.00	0.00	0.00	0.00
ENSG00000004838	ZMYND10	1382.13	1101.96	5.37	193.79	3.54	5.89
ENSG00000004846	ABCB5	2554.00	2273.82	0.00	0.01	0.00	0.00
ENSG00000004848	ARX	664.80	522.56	0.00	0.21	0.06	0.04
ENSG00000004864	SLC25A13	2931.59	2651.41	11.05	7.00	11.69	14.34
ENSG00000004866	ST7	2186.11	1905.92	23.86	38.82	23.78	20.82
ENSG00000004897	CDC27	3102.35	2822.19	14.96	14.58	12.99	13.23
ENSG00000004939	SLC4A1	2224.20	1944.17	0.00	0.00	0.00	0.00
ENSG00000004948	CALCR	3525.00	3244.82	0.02	0.00	0.15	0.00
ENSG00000004961	HCCS	2046.76	1766.58	9.94	12.42	9.15	8.82
ENSG00000004975	DVL2	2318.56	2038.38	33.76	29.62	31.73	30.73
ENSG00000005001	PRSS22	1158.56	878.39	24.35	17.44	20.79	24.26
ENSG00000005007	UPF1	4513.48	4233.30	42.60	43.35	44.20	54.03
ENSG00000005020	SKAP2	3839.00	3558.82	3.11	2.30	3.39	1.96
ENSG00000005022	SLC25A5	1299.81	1019.62	305.28	200.81	286.46	252.57
ENSG00000005059	MCUB	1408.91	1128.83	10.29	24.61	15.77	11.60
ENSG00000005073	HOXA11	2216.00	1935.82	0.00	0.00	0.32	0.00
ENSG00000005075	POLR2J	928.54	648.36	61.10	47.36	50.36	50.20
ENSG00000005100	DHX33	5126.25	4846.07	4.92	4.42	4.92	8.14
ENSG00000005102	MEOX1	2674.00	2393.82	0.01	0.00	0.00	0.01
ENSG00000005108	THSD7A	9982.52	9702.34	0.68	0.64	0.40	0.57
ENSG00000005156	LIG3	3898.45	3618.28	8.66	7.41	6.00	13.88
ENSG00000005175	RPAP3	2415.79	2135.72	11.49	11.60	8.98	11.41
ENSG00000005187	ACSM3	1336.88	1056.86	1.08	1.47	2.21	0.75
ENSG00000005189	REXO5	2218.52	1938.34	2.53	3.37	2.31	2.09
ENSG00000005194	CIAPIN1	1864.32	1584.14	32.34	26.35	25.54	29.46
ENSG00000005206	SPPL2B	2215.65	1935.48	87.14	99.34	103.15	139.68
ENSG00000005238	FAM214B	2731.62	2451.44	6.47	8.28	7.82	7.84
ENSG00000005243	COPZ2	804.39	524.24	0.33	1.30	0.74	0.76
ENSG00000005249	PRKAR2B	3689.00	3408.82	3.36	2.94	1.86	2.51
ENSG00000005302	MSL3	2429.37	2149.20	8.14	14.18	6.78	8.77
ENSG00000005339	CREBBP	9909.10	9628.92	6.34	7.70	7.72	7.13
ENSG00000005379	TSPOAP1	2873.96	2593.91	4.96	6.89	3.33	4.19
ENSG00000005381	MPO	967.60	693.94	0.00	0.04	0.00	0.02
ENSG00000005421	PON1	2393.00	2112.82	0.01	0.87	0.24	0.48
ENSG00000005436	GCFC2	2045.44	1765.29	9.84	7.87	6.49	10.53
ENSG00000005448	WDR54	1095.95	815.77	38.29	85.48	36.65	31.37
ENSG00000005469	CROT	2606.36	2326.18	4.52	5.34	3.85	9.18
ENSG00000005471	ABCB4	4269.00	3988.82	0.10	0.08	0.16	0.33
ENSG00000005483	KMT2E	5198.90	4918.72	10.81	12.85	13.44	14.15
ENSG00000005486	RHBDD2	1682.33	1402.14	78.38	70.98	77.37	87.42
ENSG00000005513	SOX8	3087.00	2806.82	0.07	0.06	0.16	0.22
ENSG00000005700	IBTK	5152.13	4871.95	11.57	13.60	11.86	12.34
ENSG00000005801	ZNF195	2524.90	2244.72	14.52	10.22	13.41	16.33
ENSG00000005810	MYCBP2	3884.04	3603.86	8.70	6.80	9.47	7.94
ENSG00000005812	FBXL3	3446.23	3166.04	14.78	17.44	13.14	16.05
ENSG00000005844	ITGAL	1813.61	1533.42	0.18	0.67	0.15	0.01
ENSG00000005882	PDK2	2488.01	2207.83	13.35	13.01	13.47	10.84
ENSG00000005884	ITGA3	3972.84	3692.82	33.12	77.96	50.62	50.15
ENSG00000005889	ZFX	4304.85	4027.23	7.33	6.55	2.97	5.24
ENSG00000005893	LAMP2	2672.94	2392.75	62.79	45.25	56.31	69.67
ENSG00000005961	ITGA2B	2042.74	1762.66	0.13	0.36	0.36	0.27
ENSG00000005981	ASB4	3784.00	3503.82	0.05	0.43	0.41	0.42
ENSG00000006007	GDE1	2538.90	2258.72	97.62	110.20	104.55	109.85
ENSG00000006015	REX1BD	918.87	638.71	40.45	29.92	49.99	51.47
ENSG00000006016	CRLF1	1071.06	791.14	238.71	19.14	138.08	195.98
ENSG00000006025	OSBPL7	3093.48	2813.34	10.25	8.99	7.82	10.71
ENSG00000006042	TMEM98	1484.79	1204.61	58.37	26.08	34.40	46.01
ENSG00000006047	YBX2	2170.81	1890.62	0.45	2.81	1.32	0.92
ENSG00000006059	KRT33A	1303.00	1022.82	0.00	0.00	0.00	0.00
ENSG00000006062	MAP3K14	3891.55	3611.37	1.27	1.03	1.63	1.61
ENSG00000006071	ABCC8	1872.45	1592.29	49.34	0.07	39.22	36.82
ENSG00000006116	CACNG3	3088.00	2807.82	0.00	0.00	0.00	0.00
ENSG00000006118	TMEM132A	2408.68	2128.52	115.35	50.25	74.26	136.17
ENSG00000006125	AP2B1	5467.38	5187.19	34.20	39.64	36.33	31.39
ENSG00000006128	TAC1	1061.00	780.82	0.13	0.04	0.63	5.00
ENSG00000006194	ZNF263	2399.08	2118.90	18.26	18.10	20.61	21.71
ENSG00000006210	CX3CL1	3274.72	2994.54	14.07	22.33	5.37	7.90
ENSG00000006282	SPATA20	2383.39	2103.21	25.64	52.32	39.10	42.59
ENSG00000006283	CACNA1G	2927.51	2647.32	0.12	0.04	0.06	0.08
ENSG00000006327	TNFRSF12A	1064.06	783.88	45.24	52.05	64.82	46.82
ENSG00000006377	DLX6	2300.00	2019.82	0.02	0.00	0.00	0.00
ENSG00000006432	MAP3K9	10032.62	9752.43	3.17	4.69	3.04	4.52
ENSG00000006451	RALA	2767.38	2487.20	24.16	22.68	23.97	23.22
ENSG00000006453	BAIAP2L1	3513.71	3233.52	20.16	36.12	24.67	21.06
ENSG00000006459	KDM7A	9184.83	8904.64	2.06	2.07	2.89	2.66
ENSG00000006468	ETV1	4769.31	4489.13	11.93	15.42	13.88	16.30
ENSG00000006530	AGK	2802.28	2522.10	14.24	15.27	12.90	16.74
ENSG00000006534	ALDH3B1	2778.22	2498.04	16.56	40.68	14.78	10.62
ENSG00000006555	TTC22	3068.61	2788.43	1.11	1.97	1.53	0.86
ENSG00000006576	PHTF2	4561.78	4281.59	5.57	5.55	5.72	8.77
ENSG00000006606	CCL26	614.50	334.38	0.00	0.00	0.00	0.00
ENSG00000006607	FARP2	4104.86	3824.68	7.12	7.66	6.00	8.98
ENSG00000006611	USH1C	1389.10	1108.92	1.09	0.00	0.60	0.45
ENSG00000006625	GGCT	1110.45	830.27	46.02	15.43	43.55	38.06
ENSG00000006634	DBF4	2559.41	2279.23	6.74	7.24	5.35	7.54
ENSG00000006638	TBXA2R	1814.00	1533.82	0.05	0.15	0.07	0.00
ENSG00000006652	IFRD1	2777.70	2497.52	11.48	11.17	20.83	16.45
ENSG00000006659	LGALS14	469.00	189.04	0.26	0.00	0.00	0.00
ENSG00000006695	COX10	2677.72	2397.53	7.48	6.48	8.36	6.87
ENSG00000006704	GTF2IRD1	2349.01	2068.93	20.70	11.84	15.82	15.79
ENSG00000006712	PAF1	2098.89	1818.71	31.93	33.12	40.27	30.68
ENSG00000006715	VPS41	4924.22	4644.05	15.58	13.27	14.22	16.78
ENSG00000006740	ARHGAP44	4163.31	3883.13	5.21	11.94	5.66	4.83
ENSG00000006744	ELAC2	3174.42	2894.24	23.29	24.54	25.03	27.11
ENSG00000006747	SCIN	3244.64	2964.45	14.41	14.13	20.62	18.82
ENSG00000006756	ARSD	4399.07	4118.89	24.56	36.35	13.29	33.59
ENSG00000006757	PNPLA4	1591.48	1311.31	17.30	22.85	9.55	14.91
ENSG00000006788	MYH13	5992.33	5712.15	0.00	0.00	0.00	0.00
ENSG00000006831	ADIPOR2	3955.20	3675.02	19.31	20.90	21.66	21.53
ENSG00000006837	CDKL3	594.42	314.42	3.19	2.63	1.48	2.07
ENSG00000007001	UPP2	2435.00	2154.82	0.02	0.04	0.00	0.01
ENSG00000007038	PRSS21	772.00	491.98	0.00	0.60	0.12	0.00
ENSG00000007047	MARK4	2644.34	2364.16	15.47	17.54	14.50	11.74
ENSG00000007062	PROM1	3523.58	3243.40	16.92	1.60	23.94	14.05
ENSG00000007080	CCDC124	977.43	697.25	85.90	68.86	78.67	68.01
ENSG00000007129	CEACAM21	1213.29	933.15	0.00	0.02	1.24	0.07
ENSG00000007168	PAFAH1B1	5049.62	4769.43	25.81	33.22	27.36	30.66
ENSG00000007171	NOS2	3995.00	3714.82	0.09	0.03	0.02	0.48
ENSG00000007174	DNAH9	2342.27	2062.08	0.06	14.52	0.09	0.07
ENSG00000007202	KIAA0100	6682.39	6402.21	26.12	24.09	26.50	31.88
ENSG00000007216	SLC13A2	2466.00	2185.82	0.02	0.00	0.08	0.00
ENSG00000007237	GAS7	1985.26	1705.12	0.00	0.03	0.02	0.00
ENSG00000007255	TRAPPC6A	739.45	459.28	55.82	42.23	45.72	41.13
ENSG00000007264	MATK	1740.00	1459.82	0.02	0.00	0.16	0.03
ENSG00000007306	CEACAM7	2397.08	2116.90	0.86	0.30	0.34	0.46
ENSG00000007312	CD79B	842.67	562.79	0.00	0.00	0.00	0.00
ENSG00000007314	SCN4A	7805.00	7524.82	0.01	0.05	0.31	0.22
ENSG00000007341	ST7L	1468.26	1188.09	11.78	9.01	10.74	10.97
ENSG00000007350	TKTL1	1044.00	763.90	0.00	0.00	0.00	0.02
ENSG00000007372	PAX6	2120.56	1840.42	0.00	0.00	0.00	0.00
ENSG00000007376	RPUSD1	1806.49	1526.30	24.99	18.40	20.97	26.12
ENSG00000007384	RHBDF1	1938.42	1658.24	33.82	42.37	33.14	36.48
ENSG00000007392	LUC7L	1369.33	1089.17	107.51	90.96	88.96	131.06
ENSG00000007402	CACNA2D2	4312.17	4031.99	120.77	10.24	77.36	105.42
ENSG00000007516	BAIAP3	2955.81	2675.64	6.07	17.01	13.35	12.13
ENSG00000007520	TSR3	1196.96	916.78	59.31	51.56	56.51	44.64
ENSG00000007541	PIGQ	2261.23	1981.05	42.05	42.57	44.81	46.73
ENSG00000007545	CRAMP1	6951.71	6671.54	6.05	7.87	6.49	7.67
ENSG00000007866	TEAD3	2986.00	2705.82	9.09	14.43	10.55	12.33
ENSG00000007908	SELE	2435.71	2155.55	0.00	0.11	0.16	0.10
ENSG00000007923	DNAJC11	3060.64	2780.45	19.98	20.78	20.03	21.33
ENSG00000007933	FMO3	1007.83	727.67	0.00	0.19	0.00	0.00
ENSG00000007944	MYLIP	3062.86	2782.67	18.88	31.59	21.33	21.03
ENSG00000007952	NOX1	2010.87	1730.68	0.03	0.08	0.24	0.02
ENSG00000007968	E2F2	5196.00	4915.82	1.54	0.87	2.15	1.88
ENSG00000008018	PSMB1	900.37	620.18	136.45	136.78	151.70	126.82
ENSG00000008056	SYN1	2667.27	2387.09	1.33	0.15	1.30	0.81
ENSG00000008083	JARID2	5694.41	5414.23	4.46	2.77	4.12	5.04
ENSG00000008086	CDKL5	11861.84	11581.90	1.38	5.00	2.16	1.21
ENSG00000008118	CAMK1G	1907.60	1627.43	0.00	0.00	0.08	0.03
ENSG00000008128	CDK11A	1685.46	1405.31	29.27	21.33	42.91	48.67
ENSG00000008130	NADK	2398.23	2118.89	54.09	48.07	49.30	65.55
ENSG00000008196	TFAP2B	4613.09	4332.91	18.87	38.09	26.02	42.48
ENSG00000008197	TFAP2D	1204.00	923.83	0.00	0.00	0.00	0.02
ENSG00000008226	DLEC1	4185.11	3904.93	0.39	11.95	0.49	0.53
ENSG00000008256	CYTH3	4432.51	4152.32	6.64	7.38	4.91	6.40
ENSG00000008277	ADAM22	7364.61	7084.43	1.58	0.67	0.88	1.76
ENSG00000008282	SYPL1	2127.88	1847.70	53.03	50.27	50.91	58.04
ENSG00000008283	CYB561	2546.75	2266.57	41.00	47.83	35.59	44.90
ENSG00000008294	SPAG9	5619.62	5339.44	9.05	15.52	13.59	13.71
ENSG00000008300	CELSR3	5050.61	4770.44	7.74	2.23	6.48	7.98
ENSG00000008311	AASS	5604.58	5324.40	2.14	3.62	3.18	4.73
ENSG00000008323	PLEKHG6	1281.25	1015.99	1.96	2.45	5.19	2.48
ENSG00000008324	SS18L2	794.02	513.84	32.07	26.69	33.58	30.96
ENSG00000008382	MPND	1301.14	1021.27	26.47	18.62	21.92	19.00
ENSG00000008394	MGST1	906.82	626.67	286.38	296.85	458.06	307.05
ENSG00000008405	CRY1	2779.63	2499.46	9.60	10.63	10.95	10.85
ENSG00000008438	PGLYRP1	708.00	427.84	0.00	0.18	0.00	0.00
ENSG00000008441	NFIX	4005.31	3725.13	4.59	7.82	6.69	7.12
ENSG00000008513	ST3GAL1	6459.99	6179.80	3.51	5.56	5.89	4.00
ENSG00000008516	MMP25	2221.47	1941.29	0.17	0.94	0.10	0.41
ENSG00000008517	IL32	926.50	646.32	4.79	3.48	2.55	1.06
ENSG00000008710	PKD1	2739.83	2459.69	35.13	30.92	40.27	43.95
ENSG00000008735	MAPK8IP2	5674.15	5393.96	2.04	0.17	2.25	1.34
ENSG00000008838	MED24	2286.19	2006.02	44.56	36.16	45.50	46.12
ENSG00000008853	RHOBTB2	4882.15	4601.96	24.16	58.46	85.98	58.50
ENSG00000008869	HEATR5B	6436.56	6156.38	5.17	6.33	5.54	6.89
ENSG00000008952	SEC62	3784.91	3504.72	52.73	56.76	44.30	54.24
ENSG00000008988	RPS20	631.58	351.43	2160.80	1806.98	2212.26	1681.42
ENSG00000009307	CSDE1	3718.38	3438.20	119.48	117.09	113.20	123.03
ENSG00000009335	UBE3C	4779.35	4499.19	22.94	22.37	22.15	27.73
ENSG00000009413	REV3L	5794.16	5513.97	7.30	7.46	4.99	6.77
ENSG00000009694	TENM1	12875.00	12594.82	0.01	0.00	0.04	0.15
ENSG00000009709	PAX7	5565.44	5285.25	3.94	0.02	4.92	13.13
ENSG00000009724	MASP2	2455.00	2174.82	1.00	1.33	0.95	1.62
ENSG00000009765	IYD	6838.94	6558.76	0.58	0.28	0.73	1.03
ENSG00000009780	FAM76A	3318.71	3038.53	3.13	4.27	3.18	3.57
ENSG00000009790	TRAF3IP3	2834.85	2554.67	0.12	0.04	0.01	0.02
ENSG00000009830	POMT2	3747.36	3467.19	7.88	7.62	8.44	10.65
ENSG00000009844	VTA1	2271.47	1991.28	28.55	24.71	22.95	25.43
ENSG00000009950	MLXIPL	2380.26	2100.09	3.92	7.25	10.22	16.89
ENSG00000009954	BAZ1B	5856.80	5576.61	16.33	15.01	16.55	20.34
ENSG00000010017	RANBP9	3368.19	3088.00	18.80	38.54	17.41	18.71
ENSG00000010030	ETV7	1591.77	1311.59	1.93	0.60	0.90	1.07
ENSG00000010072	SPRTN	3065.74	2785.55	4.63	4.63	2.88	4.39
ENSG00000010165	EEF1AKNMT	2887.06	2606.87	16.44	13.25	13.72	15.52
ENSG00000010219	DYRK4	803.26	523.14	20.89	21.56	23.98	18.43
ENSG00000010244	ZNF207	2668.34	2388.21	68.15	76.63	76.21	85.29
ENSG00000010256	UQCRC1	1531.22	1251.04	163.18	123.52	140.60	138.30
ENSG00000010270	STARD3NL	1694.68	1414.49	25.61	17.31	29.92	24.77
ENSG00000010278	CD9	1229.35	949.17	870.26	558.37	824.63	952.72
ENSG00000010282	HHATL	1319.30	1039.13	7.28	0.39	0.41	1.13
ENSG00000010292	NCAPD2	4022.72	3742.54	20.67	29.61	25.71	25.48
ENSG00000010295	IFFO1	2571.00	2290.82	0.02	0.19	0.98	0.34
ENSG00000010310	GIPR	1870.21	1590.05	9.28	11.04	11.64	9.10
ENSG00000010318	PHF7	1110.53	830.38	6.51	10.25	4.28	5.34
ENSG00000010319	SEMA3G	4993.00	4712.82	0.16	0.12	0.45	0.16
ENSG00000010322	NISCH	3641.85	3361.68	52.41	60.86	46.33	78.11
ENSG00000010327	STAB1	3039.17	2759.00	0.22	0.30	1.26	0.66
ENSG00000010361	FUZ	1365.59	1085.42	17.08	25.26	14.38	14.28
ENSG00000010379	SLC6A13	851.83	572.07	0.00	0.09	0.09	0.01
ENSG00000010404	IDS	4862.33	4582.15	18.42	31.16	12.89	13.35
ENSG00000010438	PRSS3	695.75	426.55	0.00	0.15	0.49	0.20
ENSG00000010539	ZNF200	3217.28	2937.10	2.78	3.42	2.81	3.46
ENSG00000010610	CD4	2305.67	2025.49	0.25	4.70	0.53	0.80
ENSG00000010626	LRRC23	1349.72	1069.54	8.45	69.61	8.91	9.34
ENSG00000010671	BTK	1298.90	1019.96	0.00	0.07	0.18	0.15
ENSG00000010704	HFE	2891.60	2611.42	4.02	5.39	4.42	4.41
ENSG00000010803	SCMH1	2531.40	2251.46	10.53	12.84	9.08	9.46
ENSG00000010810	FYN	2193.35	1913.17	22.12	33.19	24.32	25.52
ENSG00000010818	HIVEP2	9706.02	9425.83	1.79	2.11	1.79	1.76
ENSG00000010932	FMO1	1644.38	1364.32	0.00	0.00	0.00	0.00
ENSG00000011007	ELOA	4824.32	4544.13	11.78	13.90	13.45	14.40
ENSG00000011009	LYPLA2	1576.03	1295.84	53.88	64.57	60.35	53.42
ENSG00000011021	CLCN6	4389.56	4109.38	11.26	11.52	13.81	15.71
ENSG00000011028	MRC2	4458.06	4177.88	0.04	0.16	0.40	0.08
ENSG00000011052	NME1-NME2	1021.00	740.82	11.26	3.47	25.44	22.70
ENSG00000011083	SLC6A7	2214.33	1934.17	0.00	0.00	0.01	0.00
ENSG00000011105	TSPAN9	3636.07	3355.89	9.97	8.00	7.39	12.17
ENSG00000011114	BTBD7	6182.73	5902.55	4.44	5.84	4.83	5.49
ENSG00000011132	APBA3	1436.92	1156.76	16.18	16.01	13.34	13.97
ENSG00000011143	MKS1	1669.96	1389.78	14.19	20.75	11.45	14.70
ENSG00000011198	ABHD5	2990.59	2710.41	7.31	9.85	9.92	8.05
ENSG00000011201	ANOS1	3094.56	2814.38	113.36	84.40	33.99	56.64
ENSG00000011243	AKAP8L	1667.16	1386.98	62.28	73.37	69.52	89.73
ENSG00000011258	MBTD1	4940.33	4660.15	7.90	7.45	5.37	8.17
ENSG00000011260	UTP18	1836.60	1556.42	22.34	17.13	19.18	20.51
ENSG00000011275	RNF216	5461.81	5181.63	8.46	9.38	7.46	7.78
ENSG00000011295	TTC19	2735.29	2455.10	39.88	36.87	37.32	44.66
ENSG00000011304	PTBP1	2940.00	2659.81	91.73	106.29	119.81	105.19
ENSG00000011332	DPF1	1821.59	1541.41	0.94	0.52	1.02	1.11
ENSG00000011347	SYT7	4137.18	3857.00	19.00	25.30	28.90	16.03
ENSG00000011376	LARS2	4778.89	4498.71	5.87	6.52	6.69	6.66
ENSG00000011405	PIK3C2A	7745.65	7465.46	8.04	8.77	7.59	10.73
ENSG00000011422	PLAUR	1185.22	905.04	4.04	4.79	4.51	5.63
ENSG00000011426	ANLN	3436.50	3156.32	13.21	39.68	12.32	10.80
ENSG00000011451	WIZ	3978.74	3698.56	21.57	19.23	22.34	24.72
ENSG00000011454	RABGAP1	4745.55	4465.38	14.73	17.77	14.69	20.68
ENSG00000011465	DCN	1438.00	1157.82	0.11	0.11	0.47	0.36
ENSG00000011478	QPCTL	1957.49	1677.31	7.86	8.47	7.90	8.29
ENSG00000011485	PPP5C	2038.06	1757.90	50.91	46.35	45.19	49.39
ENSG00000011523	CEP68	5667.07	5386.89	4.38	3.30	3.43	4.46
ENSG00000011566	MAP4K3	3794.81	3514.64	9.40	9.39	8.39	10.68
ENSG00000011590	ZBTB32	503.70	225.69	0.76	0.04	0.07	0.18
ENSG00000011600	TYROBP	533.33	253.31	0.00	0.00	0.00	0.00
ENSG00000011638	TMEM159	1497.64	1217.47	28.36	36.35	19.07	19.64
ENSG00000011677	GABRA3	1522.00	1243.17	0.00	0.00	0.00	0.00
ENSG00000012048	BRCA1	3231.99	2951.81	3.52	3.53	3.07	3.23
ENSG00000012061	ERCC1	1632.76	1352.59	41.10	50.03	40.93	42.46
ENSG00000012124	CD22	1083.15	803.00	0.00	0.00	0.01	0.00
ENSG00000012171	SEMA3B	2578.96	2298.77	16.05	42.43	15.66	16.21
ENSG00000012174	MBTPS2	4426.63	4146.44	6.09	6.66	5.06	8.40
ENSG00000012211	PRICKLE3	2364.66	2084.49	6.46	5.91	5.45	6.94
ENSG00000012223	LTF	2721.00	2440.82	0.47	0.22	0.63	0.50
ENSG00000012232	EXTL3	7324.17	7043.99	9.40	7.57	7.99	11.21
ENSG00000012504	NR1H4	1528.82	1249.93	0.00	0.00	0.24	0.00
ENSG00000012660	ELOVL5	2594.36	2314.18	41.14	21.28	51.00	55.91
ENSG00000012779	ALOX5	2519.00	2238.82	0.04	0.00	5.90	0.04
ENSG00000012817	KDM5D	3548.60	3268.42	0.00	0.00	13.01	0.00
ENSG00000012822	CALCOCO1	2475.97	2195.79	43.04	59.35	43.08	52.86
ENSG00000012963	UBR7	3223.67	2943.49	13.72	11.80	11.54	13.18
ENSG00000012983	MAP4K5	2624.73	2344.62	19.57	21.79	17.53	20.31
ENSG00000013016	EHD3	4825.00	4544.82	0.04	0.01	0.11	0.46
ENSG00000013275	PSMC4	1682.26	1402.07	43.54	37.77	42.48	40.11
ENSG00000013288	MAN2B2	5478.24	5198.06	8.08	6.31	7.92	11.20
ENSG00000013293	SLC7A14	10140.00	9859.82	1.94	0.01	2.33	1.78
ENSG00000013297	CLDN11	2163.91	1883.73	6.92	0.32	17.71	9.55
ENSG00000013306	SLC25A39	1535.78	1255.60	93.51	70.58	89.93	89.78
ENSG00000013364	MVP	2661.17	2380.99	34.80	86.71	74.96	68.72
ENSG00000013374	NUB1	2496.22	2216.04	18.85	23.76	18.99	17.96
ENSG00000013375	PGM3	4392.36	4112.18	12.83	12.63	12.85	13.46
ENSG00000013392	RWDD2A	3769.00	3488.82	3.66	3.37	2.65	3.58
ENSG00000013441	CLK1	1142.73	862.68	111.42	134.62	98.76	139.66
ENSG00000013503	POLR3B	4183.00	3902.82	3.39	3.33	2.65	3.17
ENSG00000013523	ANGEL1	3966.31	3686.14	12.56	12.29	11.84	19.60
ENSG00000013561	RNF14	2264.24	1984.06	20.06	18.85	13.76	19.23
ENSG00000013563	DNASE1L1	1874.94	1594.76	13.11	9.81	11.46	14.06
ENSG00000013573	DDX11	2385.24	2105.08	16.34	17.08	20.03	25.54
