ensemblID	geneSymbol	geneLength	effLength	AT2_15934	AT2_16011	AT2_16392	AT2_16402
ENSG00000006712	PAF1	2098.89	1818.71	2365	2302	2951	2086
ENSG00000006715	VPS41	4924.22	4644.05	2947	2108	2785	2806
ENSG00000006740	ARHGAP44	4163.31	3883.13	824	1732	841	762.001
ENSG00000006744	ELAC2	3174.42	2894.24	2745	2565	2642	3154
ENSG00000006747	SCIN	3244.64	2964.45	1740	1664	2405.64	2266.87
ENSG00000006756	ARSD	4399.07	4118.89	4120	5409	2272	5290
ENSG00000006757	PNPLA4	1591.48	1311.31	924.001	1009	542	836
ENSG00000006788	MYH13	5992.33	5712.15	0	0	0	0
ENSG00000006831	ADIPOR2	3955.20	3675.02	2890	2942	3260	3199
ENSG00000006837	CDKL3	594.42	314.42	41.558	97.696	30.03	41.027
ENSG00000007001	UPP2	2435.00	2154.82	2	3	0	1
ENSG00000007038	PRSS21	772.00	491.98	0	14.001	4	0
ENSG00000007047	MARK4	2644.34	2364.16	1489	1496	1628	1400
ENSG00000007062	PROM1	3523.58	3243.40	2235	151	3349	2058
ENSG00000007080	CCDC124	977.43	697.25	2439	1851	2307	1961
ENSG00000007129	CEACAM21	1213.29	933.15	0	1	27.999	3
ENSG00000007168	PAFAH1B1	5049.62	4769.43	4990.31	5861	4844	5594.59
ENSG00000007171	NOS2	3995.00	3714.82	14	4	3	75
ENSG00000007174	DNAH9	2342.27	2062.08	5	1248	6	1
ENSG00000007202	KIAA0100	6682.39	6402.21	6808.82	5279.81	5952	7875.82
ENSG00000007216	SLC13A2	2466.00	2185.82	2	0	4	0
ENSG00000007237	GAS7	1985.26	1705.12	0	5	1	0
ENSG00000007255	TRAPPC6A	739.45	459.28	1044	749	880	777
ENSG00000007264	MATK	1740.00	1459.82	1	0	3	2
ENSG00000007306	CEACAM7	2397.08	2116.90	74	24	30	40
ENSG00000007312	CD79B	842.67	562.79	0	0	0	0
ENSG00000007314	SCN4A	7805.00	7524.82	2	13	64	43
ENSG00000007341	ST7L	1468.26	1188.09	547.478	511.013	524.028	480.644
ENSG00000007350	TKTL1	1044.00	763.90	0	0	0	2
ENSG00000007372	PAX6	2120.56	1840.42	11.514	0	0	0
ENSG00000007376	RPUSD1	1806.49	1526.30	1553	1097	1373	1610
ENSG00000007384	RHBDF1	1938.42	1658.24	2286	2598	2260	2411
ENSG00000007392	LUC7L	1369.33	1089.17	4768	3797	3957	5995
ENSG00000007402	CACNA2D2	4312.17	4031.99	19828	1573	12802	17723
ENSG00000007516	BAIAP3	2955.81	2675.64	661.264	1819.22	1598.49	1217.52
ENSG00000007520	TSR3	1196.96	916.78	2213.74	1828.78	2141.51	1679.48
ENSG00000007541	PIGQ	2261.23	1981.05	3391.99	3063.8	3493.27	3893.26
ENSG00000007545	CRAMP1	6951.71	6671.54	1644.11	1696.51	1502.25	1785.06
ENSG00000007866	TEAD3	2986.00	2705.82	1002	1494	1175	1347
ENSG00000007908	SELE	2435.71	2155.55	0	15	21	13
ENSG00000007923	DNAJC11	3060.64	2780.45	2398.9	2084.1	2462.97	2605.58
ENSG00000007933	FMO3	1007.83	727.67	0	10	0	0
ENSG00000007944	MYLIP	3062.86	2782.67	2139	3369	2441	2400
ENSG00000007952	NOX1	2010.87	1730.68	2	6	20	1
ENSG00000007968	E2F2	5196.00	4915.82	308	147	435	358
ENSG00000008018	PSMB1	900.37	620.18	3446	3321	3967	3323
ENSG00000008056	SYN1	2667.27	2387.09	129	17	138.711	78
ENSG00000008083	JARID2	5694.41	5414.23	983	579	922	1124
ENSG00000008086	CDKL5	11861.84	11581.90	653	912	618.997	559
ENSG00000008118	CAMK1G	1907.60	1627.43	0	0	2	2
ENSG00000008128	CDK11A	1685.46	1405.31	1633.03	1114.68	2467.22	2389.12
ENSG00000008130	NADK	2398.23	2118.89	4667	3747	4440	5614
ENSG00000008196	TFAP2B	4613.09	4332.91	3331	6516	4679	7884
ENSG00000008197	TFAP2D	1204.00	923.83	0	0	0	1
ENSG00000008226	DLEC1	4185.11	3904.93	68.507	1985.1	96.24	84.915
ENSG00000008256	CYTH3	4432.51	4152.32	1122	1133	798.999	1039
ENSG00000008277	ADAM22	7364.61	7084.43	457.001	205	289	604
ENSG00000008282	SYPL1	2127.88	1847.70	3990	3589	3827	4279
ENSG00000008283	CYB561	2546.75	2266.57	3784	3825	3348	4121
ENSG00000008294	SPAG9	5619.62	5339.44	1968	3408	3156	2636
ENSG00000008300	CELSR3	5050.61	4770.44	1504	362	1304	1573
ENSG00000008311	AASS	5604.58	5324.40	463	742	706.001	997
ENSG00000008323	PLEKHG6	1281.25	1015.99	81	221	358	143
ENSG00000008324	SS18L2	794.02	513.84	670.999	524	712	650
ENSG00000008382	MPND	1301.14	1021.27	1100.99	750.999	1057	840.999
ENSG00000008394	MGST1	906.82	626.67	7308	7302	12142	8070
ENSG00000008405	CRY1	2779.63	2499.46	978	971.999	992	1080
ENSG00000008438	PGLYRP1	708.00	427.84	0	3	0	0
ENSG00000008441	NFIX	4005.31	3725.13	697	1076	1004	1009
ENSG00000008513	ST3GAL1	6459.99	6179.80	883	1188	1552	987.001
ENSG00000008516	MMP25	2221.47	1941.29	12.122	27.081	8.077	21.472
ENSG00000008517	IL32	926.50	646.32	125.999	87.999	77.001	32.001
ENSG00000008710	PKD1	2739.83	2459.69	3542.25	2592.31	3791.22	4847.45
ENSG00000008735	MAPK8IP2	5674.15	5393.96	448	36	502	297
ENSG00000008838	MED24	2286.19	2006.02	3640	2718	3366	3467
ENSG00000008853	RHOBTB2	4882.15	4601.96	4529.14	10181.9	16031.1	10723.6
ENSG00000008869	HEATR5B	6436.56	6156.38	1296	1530	1363	1691
ENSG00000008952	SEC62	3784.91	3504.72	7526	6871	6104	7441
ENSG00000008988	RPS20	631.58	351.43	30922	25021	33083	24785
ENSG00000009307	CSDE1	3718.38	3438.20	16727	14903	15841	17155
ENSG00000009335	UBE3C	4779.35	4499.19	4202	3931	4184	5262
ENSG00000009413	REV3L	5794.16	5513.97	1640	1520.96	1027.98	1727.95
ENSG00000009694	TENM1	12875.00	12594.82	6	1	21	75
ENSG00000009709	PAX7	5565.44	5285.25	847	4	1095	2812
ENSG00000009724	MASP2	2455.00	2174.82	89	111	85	144
ENSG00000009765	IYD	6838.94	6558.76	155.001	85	94	135
ENSG00000009780	FAM76A	3318.71	3038.53	387	383	309.001	389
ENSG00000009790	TRAF3IP3	2834.85	2554.67	10.939	7.112	16.194	10.361
ENSG00000009830	POMT2	3747.36	3467.19	1113	1041	1271	1559
ENSG00000009844	VTA1	2271.47	1991.28	2315	1799	1794	2019
ENSG00000009950	MLXIPL	2380.26	2100.09	335	426.001	656	1120
ENSG00000009954	BAZ1B	5856.80	5576.61	3708	3139	3739	4563
ENSG00000010017	RANBP9	3368.19	3088.00	2365.79	4364.82	2149.97	2304.75
ENSG00000010030	ETV7	1591.77	1311.59	103	28	47	55
ENSG00000010072	SPRTN	3065.74	2785.55	525.377	526.637	359.294	535.888
ENSG00000010165	EEF1AKNMT	2887.06	2606.87	1745	1249	1332	1484
ENSG00000010219	DYRK4	803.26	523.14	445.001	409	438	379.001
ENSG00000010244	ZNF207	2668.34	2388.21	6629	6831	7189	7793
ENSG00000010256	UQCRC1	1531.22	1251.04	8312	5991	7458	6871
ENSG00000010270	STARD3NL	1694.68	1414.49	1475	935.999	1713	1457
ENSG00000010278	CD9	1229.35	949.17	33639	20474	32670	37231
ENSG00000010282	HHATL	1319.30	1039.13	308.001	9	19	46
ENSG00000010292	NCAPD2	4022.72	3742.54	3188.28	3470.95	3780.44	3348.42
ENSG00000010295	IFFO1	2571.00	2290.82	2	18	95	29
ENSG00000010310	GIPR	1870.21	1590.05	601	687	837	664
ENSG00000010318	PHF7	1110.53	830.38	220	393	179.001	223
ENSG00000010319	SEMA3G	4993.00	4712.82	31	21	47	31
ENSG00000010322	NISCH	3641.85	3361.68	7175	7209	6679	9888
ENSG00000010327	STAB1	3039.17	2759.00	25	42	143.001	82.001
ENSG00000010361	FUZ	1365.59	1085.42	755	1125.57	654.992	662.35
ENSG00000010379	SLC6A13	851.83	572.07	0	3	1	1
ENSG00000010404	IDS	4862.33	4582.15	3301.74	5816.91	2492.22	2138.39
ENSG00000010438	PRSS3	695.75	426.55	0	3	13	4
ENSG00000010539	ZNF200	3217.28	2937.10	331.999	359	296	407
ENSG00000010610	CD4	2305.67	2025.49	21	347.001	27	64
ENSG00000010626	LRRC23	1349.72	1069.54	367.299	2363.34	391.864	369.086
ENSG00000010671	BTK	1298.90	1019.96	0	6	9	10
ENSG00000010704	HFE	2891.60	2611.42	428.002	467.999	469.999	581.999
ENSG00000010803	SCMH1	2531.40	2251.46	965.998	1214	929.999	976.999
ENSG00000010810	FYN	2193.35	1913.17	1723	2473	1832	2072
ENSG00000010818	HIVEP2	9706.02	9425.83	686	763	700	679
ENSG00000010932	FMO1	1644.38	1364.32	0	0	0	0
ENSG00000011007	ELOA	4824.32	4544.13	2138.61	2262.17	2315.16	2392.11
ENSG00000011009	LYPLA2	1576.03	1295.84	2843	3069	3239	2823
ENSG00000011021	CLCN6	4389.56	4109.38	1884.79	1733	2289	2375
ENSG00000011028	MRC2	4458.06	4177.88	6	17	46	14
ENSG00000011052	NME1-NME2	1021.00	740.82	262.481	83.634	651.587	580.171
ENSG00000011083	SLC6A7	2214.33	1934.17	0	0	1	0
ENSG00000011105	TSPAN9	3636.07	3355.89	1362	1103	1148	1668
ENSG00000011114	BTBD7	6182.73	5902.55	1068	1334	1070	1406
ENSG00000011132	APBA3	1436.92	1156.76	766.998	811.999	653.999	717.001
ENSG00000011143	MKS1	1669.96	1389.78	802.999	1148	620.999	762.999
ENSG00000011198	ABHD5	2990.59	2710.41	807	845.998	1077	928.998
ENSG00000011201	ANOS1	3094.56	2814.38	12991	10803	4215	8364
ENSG00000011243	AKAP8L	1667.16	1386.98	3595.82	3891.75	4118.04	4893.53
ENSG00000011258	MBTD1	4940.33	4660.15	1499	1351	1000	1586
ENSG00000011260	UTP18	1836.60	1556.42	1416	1024	1247	1321
ENSG00000011275	RNF216	5461.81	5181.63	1786	1820	1555	1591
ENSG00000011295	TTC19	2735.29	2455.10	3988.5	3432.52	3739.56	4400.94
ENSG00000011304	PTBP1	2940.00	2659.81	9938	10565	13157	11345
ENSG00000011332	DPF1	1821.59	1541.41	58.999	29	67.001	65
ENSG00000011347	SYT7	4137.18	3857.00	2984	3851	4481	2495
ENSG00000011376	LARS2	4778.89	4498.71	1076	1039	1228	1160
ENSG00000011405	PIK3C2A	7745.65	7465.46	2443	2452	2364	3140
ENSG00000011422	PLAUR	1185.22	905.04	149.001	190.999	175	205.001
ENSG00000011426	ANLN	3436.50	3156.32	1698	5362	1921	1613
ENSG00000011451	WIZ	3978.74	3698.56	3248	2617	3356	3608
ENSG00000011454	RABGAP1	4745.55	4465.38	2679	2874	2554	3167
ENSG00000011465	DCN	1438.00	1157.82	5	2	14	18
ENSG00000011478	QPCTL	1957.49	1677.31	536.999	544	550	540
ENSG00000011485	PPP5C	2038.06	1757.90	3645	3201.73	3426	3414.78
ENSG00000011523	CEP68	5667.07	5386.89	961.001	658.006	738.005	971.007
ENSG00000011566	MAP4K3	3794.81	3514.64	1345	1290	1233	1553
ENSG00000011590	ZBTB32	503.70	225.69	7	2	4	6
ENSG00000011600	TYROBP	533.33	253.31	0	0	0	0
ENSG00000011638	TMEM159	1497.64	1217.47	1406	1629	927.999	989.999
ENSG00000011677	GABRA3	1522.00	1243.17	0	0	0	0
ENSG00000012048	BRCA1	3231.99	2951.81	423	468	437	425
ENSG00000012061	ERCC1	1632.76	1352.59	1863.95	2065.22	1871.45	1797.82
ENSG00000012124	CD22	1083.15	803.00	0	0	1	0
ENSG00000012171	SEMA3B	2578.96	2298.77	1502	3775	1467	1526
ENSG00000012174	MBTPS2	4426.63	4146.44	1028.17	1051.54	869	1404.91
ENSG00000012211	PRICKLE3	2364.66	2084.49	549.114	482.76	439.586	530.431
ENSG00000012223	LTF	2721.00	2440.82	47	7	52	47
ENSG00000012232	EXTL3	7324.17	7043.99	2695	1996	2264	2732
ENSG00000012504	NR1H4	1528.82	1249.93	0	0	13	0
ENSG00000012660	ELOVL5	2594.36	2314.18	3877	1937	4736	5386
ENSG00000012779	ALOX5	2519.00	2238.82	4	0	343	4
ENSG00000012817	KDM5D	3548.60	3268.42	0	0	2594	0
ENSG00000012822	CALCOCO1	2475.97	2195.79	3848	5188	4091	4624
ENSG00000012963	UBR7	3223.67	2943.49	1644	1382.37	1465	1608
ENSG00000012983	MAP4K5	2624.73	2344.62	1867	1627	1675	1946
ENSG00000013016	EHD3	4825.00	4544.82	7	1	20	85
ENSG00000013275	PSMC4	1682.26	1402.07	2486	2100	2477	2320
ENSG00000013288	MAN2B2	5478.24	5198.06	1710	1212	1682	2347
ENSG00000013293	SLC7A14	10140.00	9859.82	779	5	945	715
ENSG00000013297	CLDN11	2163.91	1883.73	531	23	1374	723
ENSG00000013306	SLC25A39	1535.78	1255.60	4781	3392	4599	4530
ENSG00000013364	MVP	2661.17	2380.99	3374	7756	7245	6586
ENSG00000013374	NUB1	2496.22	2216.04	1701	1958.97	1652	1591
ENSG00000013375	PGM3	4392.36	4112.18	2097.74	2038.14	2137.56	2033.78
ENSG00000013392	RWDD2A	3769.00	3488.82	520	449	381	511
ENSG00000013441	CLK1	1142.73	862.68	3915	5274	3762	6498
ENSG00000013503	POLR3B	4183.00	3902.82	538	497	427	505
ENSG00000013523	ANGEL1	3966.31	3686.14	1907.79	1753.15	1818.11	2874.23
ENSG00000013561	RNF14	2264.24	1984.06	1621	1363	1075	1426
ENSG00000013563	DNASE1L1	1874.94	1594.76	865.41	725.9	815.984	968.53
ENSG00000013573	DDX11	2385.24	2105.08	1398.82	1324.8	1789.48	1834.01
ENSG00000013583	HEBP1	1166.34	886.16	1321.33	1113	1592	1033
ENSG00000013588	GPRC5A	4827.62	4547.44	1953	10520	7575	2821
ENSG00000013619	MAMLD1	4374.00	4093.82	7	18	8	9
ENSG00000013725	CD6	1809.00	1528.82	1	9	11	15.999
ENSG00000013810	TACC3	2539.60	2259.42	2528	1924	2731	2392.04
ENSG00000014123	UFL1	4226.00	3945.82	1869	1746	1648	2286
ENSG00000014138	POLA2	2970.21	2690.03	553.676	437.112	602.354	553
ENSG00000014164	ZC3H3	3270.00	2989.82	795	783	912	790
ENSG00000014216	CAPN1	2609.29	2329.11	8926	9145	9343	8687
ENSG00000014257	ACPP	2128.52	1848.34	443.999	395.999	552	590
ENSG00000014641	MDH1	1286.69	1006.51	4060	3137	3873	3525
ENSG00000014824	SLC30A9	3823.96	3543.78	3788	3848	3570	4134
ENSG00000014914	MTMR11	2213.79	1933.62	163	317.999	270.001	304
ENSG00000014919	COX15	2306.57	2026.64	1219.35	1337	1234.69	1313.86
ENSG00000015133	CCDC88C	4620.06	4339.88	2176	1334	2365	2586
ENSG00000015153	YAF2	2277.91	1997.73	467	408.001	487.001	468
ENSG00000015171	ZMYND11	3885.65	3605.46	3392	2470	2704	3602
ENSG00000015285	WAS	1084.14	804.03	14	14	15	35
ENSG00000015413	DPEP1	1592.00	1311.82	2	14	2	5
ENSG00000015475	BID	1998.30	1718.13	520.001	795.001	493.999	463
ENSG00000015479	MATR3	2450.18	2170.00	9412.96	7741.15	7697.87	9525.17
ENSG00000015520	NPC1L1	4899.96	4619.78	107	6	165.001	149
ENSG00000015532	XYLT2	3346.21	3066.03	1119	1648	1186	1269
ENSG00000015568	RGPD5	4077.31	3797.16	343.863	158.019	348.229	628.597
ENSG00000015592	STMN4	1350.97	1070.79	136	0	410	100
ENSG00000015676	NUDCD3	3888.05	3607.87	3401	3021	3320	3399
ENSG00000016082	ISL1	1529.00	1248.82	0	0	9	4
ENSG00000016391	CHDH	7694.00	7413.82	5517.12	4183.9	3034.9	3321.49
ENSG00000016402	IL20RA	2850.24	2570.37	637	548	645	572.999
ENSG00000016490	CLCA1	3118.00	2837.82	1	0	0	0
ENSG00000016602	CLCA4	1846.50	1566.41	0	0	6	0
ENSG00000016864	GLT8D1	1375.37	1095.19	2069.01	2696.6	1601	1989
ENSG00000017260	ATP2C1	3997.66	3717.48	3919	3132	4055	4347
ENSG00000017427	IGF1	1497.07	1217.28	21.686	119.233	90.18	21.405
ENSG00000017483	SLC38A5	1137.29	857.11	30	7	73	12
ENSG00000017797	RALBP1	4368.19	4088.01	2938	3123	3317	3077
